risk_id,country,iso3,risk_title,crisis_id,geographic_level,risk_type,date_entered,last_risk_update,published,publication_link,rationale,trigger,exposure,intensity,vulnerability,impact,probability,risk_level,status,_internal_filter_date
R0529,['DRC'],['COD'],Increased intercommunal conflict and militia attacks in southwestern DRC trigger new displacements and worsen the humanitarian crisis ,['COD001'],Subnational,Marked deterioration in an existing crisis,2023-10-06,2024-06-13T13:54:35.000Z,,,"Since June 2022, a customary land tax dispute between two communities in Kwamouth territory, Mai-Ndombe province, has gradually escalated to intercommunal violence between the so-called “native” and ""non-native"" communities. At least 300 people have been killed and more than 161,000 displaced since. In early 2023, the emergence of a communal militia called Mobondo, mainly composed of people from the Yaka and allied communities, marked a change in the conflict dynamics until then marked by sporadic clashes between communities. The Mobondo militia have repeatedly attacked people from rival communities, mainly Teke. Regular clashes between the Mobondo militia and the Forces armées de la république démocratique du Congo (FARDC) have also caused population displacements. Although their number is unknown, the Mobondo militia maintains an active presence in several areas in the west of the country, presumably to gain access to land and natural resources.
Violence by the Mobondo militia, is likely to intensify in the coming months despite FARDC military operations launched since May 2023. The increase of attacks in Mai-Ndombe, Kwilu, Kwango, Kongo-central provinces and Kinshasa periphery in recent months, illustrate the propensity of the militia to strengthen its presence. The periphery of DRC’s capital city Kinshasa is particularly exposed to this surge in violence namely because of the Mobondo militia being already active in the surrounding provinces. 
The recurrent attacks by the Mobondo militias, which the Congolese army do not seem contain, will likely trigger the creation of community self-defence groups as is often the case in the DRC. Many youths in areas already affected but also in the outskirts of Kinshasa will likely join these self-defence groups to protect their own communities. This would lead to an escalation of the conflict, growing insecurity in western DRC and increased violence against civilians. While access and use of land already triggers many conflicts, the involvement of other communities could renew preexisting tensions, further expanding the geographic scope of violence. 
","Emergence of ethnic militia, increased attacks against civilians, expansion of the geographical scope of the Yaka-Teke intercommunal conflict","250,000-500,000",3,"Dependence on agricultural activities as main livelihood

Non-functional social services due to insecurity

Return of displaced populations to areas that are not yet secure
",3,Medium,Medium,Active,2024-06-13
R0530,['Mali'],['MLI'],Conflict escalation due to the complete withdrawal of the MINUSMA leads to protection concerns and reduced humanitarian access in northern and central Mali ,['MLI001'],Subnational,Marked deterioration in an existing crisis,2023-10-06,2024-06-13T13:54:35.000Z,,,"The withdrawal of the United Nations Multidimensional Integrated Stabilisation Mission in Mali (MINUSMA) has been decided by the UN Security Council on 30 June 2023, at the request of the Malian transitional government. The departure of the UN mission of around 13,000 forces, is expected to be completed by end of 2023. The departure coincides with growing tensions between the Malian government and an alliance of Tuareg armed groups signatories of the 2015 Algiers peace agreement also known as Cadre stratégique permanent pour la paix, la sécurité et le développement (CSP-PSD). MINUSMA had facilitated interaction between the two parties during the peace talks. The withdrawal of the UN mission could accelerate the end of the ceasefire between the Malian army and the armed groups signatories of the peace agreement, causing a renewal of this conflict in the north of the country .  
The takeover by the Malian army of military bases left by MINUSMA will likely cause an intensification of tensions with the armed groups signatories to the Algiers agreement, which controls large areas of northern Mali. Several security incidents have already been reported during the first phase of the handover. The second phase, which is underway and should lead to the transfer of the bases of Tessalit, Aguelhok and Kidal to the Malian army, could trigger more clashes . MINUSMA’s presence deterred the activity of armed groups in certain areas and guaranteed protection to civilians fleeing attacks in their villages. 
The departure of the mission will also further expose urban areas, where most of the bases are located, to attacks by Islamist armed groups. Armed groups such as the Islamic State in the Greater Sahara and the Jama'at Nusrat al Islam wal Muslimeen (JNIM) are likely to exploit the security vacuum left by MINUSMA to expand their area of influence. These groups already control large areas of central and northern Mali. The French Barkhane forces have already withdrawn from the area in 2022 . The security vacuum left by MINUSMA could also stimulate a multiplication of self-defence groups on a community basis. Such groups already exist in Mali and are accused of multiple abuses against other communities for accessing natural resources, or because of alleged support to armed groups.
",MINUSMA withdrawal; increased tensions between armed groups signatories of the Algiers peace agreement and the Malian government; Increased presence of Islamist armed groups across the country,"250,000-500,000",,"Limited social services, movement restrictions, overcrowding in host community shelters",3,High,High,Active,2024-06-13
R0532,['Niger'],['NER'],"Diplomatic tensions, economic sanctions, and potential regional conflict further deteriorate the humanitarian crisis ",['NER001'],National,New emerging risk,2023-10-06,2024-06-13T13:54:35.000Z,,,"Following the 26 July military coup, international condemnations multiplied against the National Council for the Safeguarding of the Fatherland (CNSP) now in power. The Economic Community of West African States (ECOWAS) has strongly expressed its disapproval and imposed economic sanctions on Niger. 
ECOWAS has also indicated that it does not rule out resorting to a military solution to restore constitutional order. The “standby force” of the regional organisation has been mobilised for a potential military intervention. A diplomatic solution seems out of reach as Niger, Mali and Burkina Faso have signed a military alliance which provides that any foreign military intervention would be considered an aggression against the other parties and will engage a duty of assistance from all parties .
While several regions of the country are affected by armed groups activity, forcing thousands of people to internally displace or seek refuge in neighbouring countries, a military intervention would escalate in a regional armed conflict. Although it is quite unlikely at this stage, a military intervention would significantly increase the number of people in need of humanitarian assistance while heightening humanitarian access constraints across the country .  
","Military coup, ECOWAS sanctions, military alliance between Mali, Burkina Faso and Niger","250,000-500,000",,"Thousands of people already displaced living in poor condition, insecurity in conflict -affected areas, several sectoral needs unmet for people affected by conflict and climate hazards",3,Low,Medium,Active,2024-06-13
R0542,['Philippines'],['PHL'],Village and youth council elections in Mindanao islands trigger violence among rival groups leading to internal displacements and need for assistance to IDPs,['PHL003'],Subnational,New emerging risk,2023-10-18,2024-06-13T13:54:35.000Z,,,"Rationale:

Barangay (which is a native Filipino term for a village) is the smallest administrative division in the Philippines. Sangguniang Kabataan is a regional council that represents youth in a barangay. Village and youth council elections are scheduled to be held on 30 October 2023 across the country. 

The village and youth council elections will significantly heighten electoral violence in Mindanao islands, especially in the BARMM region. For the BARMM, these elections are going to be the precursor for the first parliamentary elections to be held in 2025. Nearly 1,000 villages, out of the nearly 2,600 villages, in the region have been classified as potential violence hotspots by law enforcement agencies due to intense political rivalry among local election aspirants, clan politics and feuds, and the presence of non-state armed groups. 
 
Overall, electoral violence in the Philippines is a recurrent concern. 

The Armed Forces of the Philippines (AFP) have also been reported to be closely monitoring 300 villages in the Zamboanga Peninsula, the Caraga Region, the BARMM, the Bicol, Cordillera Administrative Region (CAR), and Central Luzon regions due to presence of non-state armed actors.

Impact:

The aforementioned elections will trigger electoral violence, among the rival groups participating in the elections, and insecurity in the Mindanao islands. Based on past security incidents, this will lead to civilian casualties and internal displacements, raising protection concerns and the need to provide shelter, food, non-food items, medicines, and health services to the internally displaced population. The government and the humanitarian responders have usually been able to provide assistance to the displaced people in previous violence incidents among rival clans. 

Local officials were targeted in security incident in the past general and mid-term legislative elections. This pattern is expected to hold for the village and youth council elections. 

Update:
The risk has not materialised. No significant humanitarian needs were reported. 
There were pockets of electoral violence during the electoral period of the village and youth elections in the Mindanao islands.  The Commission on Elections reported that 19 people killed and 14 others injured in election violence, mostly in the BARMM. 

Candidates for and winners of the village council elections were targeted during the electoral violence. Very few people have been displaced during the electoral period and post-election violence.  

In one incident, close to a hundred villagers were displaced by gunfight between rival two groups in Maguindanao del Norte. The displaced informed that the hostilities between the groups were related to the village and youth elections, where both groups had favoured candidates.","- Electoral period for the village and youth council elections has already started and will take place on 30 October 

- History of electoral violence, clan feuds, and political rivalry in the country

- Rival groups participating in the village and youth council elections

- Presence of non-state armed groups 
","20,000-100,000",3,"- Local officials, voters, and families of rival clans are vulnerable to violence and likely to be displaced

- Political violence tend to be concentrated in the rural areas of the BARMM region, so people, especially voters and local officials, in the region’s rural areas likely to be most affected by the electoral violence
",1,Very High,High,Not materialised,2024-06-13
R0543,['Myanmar'],['MMR'],"Increased security incidents between the military junta and the Arakan Army (AA) lead to renewed conflict, further worsening the humanitarian crisis in Rakhine state",['MMR002'],Subnational,New emerging risk,2023-10-18,2024-07-14T12:54:14.000Z,,,"Rationale:

A resurgence of tensions between the AA and the Myanmar military junta could potentially break the ""informal and humanitarian ceasefire"" between the two forces agreed in November 2022. In the second half of 2023, a number of security incidents have been reported in Rakhine state, similar to those that occurred in the months leading to the breakdown of the previous ceasefire in August 2022. These incidents include arrests of civilians with ties (or suspected ties) with the AA by the junta and increased military activities, including drone reconnaissance operations and the AA instructing the residents of a township to dig bomb shelters.

Impact:

Intense fighting may resume if such security incidents continue to occur and would have significant humanitarian consequences, such as internal and cross-border displacements; civilian casualties; increased travel restrictions limiting the movement of people, essential supplies, and aid; and rice harvest disruptions, affecting the livelihood of farmers and heightening food insecurity. The impact of Cyclone Mocha that made landfall on 14 May 2023 aggravates such consequences. 

Rakhine's total population is more than 3.4 million. among them, more than 1.6 million people are in urgent need of assistance as per the assessments conducted by the humanitarian community. Resumption of intense fighting will affect the total population and worsen the situation for the people in need. 

Update:
The risk is materialising. On 13 November 2023, the AA launched attacks on the military junta’s Border Guard Police (BGP) outposts which have, so far, been followed by intense armed conflict between the AA and the military junta forces, breaking the informal ceasefire since November 2022. The AA’s attack is considered to be a part of a greater coordinated attack involving other anti-military armed groups in many states and regions in the country. Since 13 November 2023, up until 5 July 2024, there have been around 2,100 fatalities in Rakhine state due to the conflict. The political dynamics of the Rakhine state conflict has also stoked intercommunal tension and violence against the Rohingya population. Humanitarian access in the state has been severely restricted and disrupted due to various issues, including blocked roads and waterways, and attack against and looting of humanitarian facilities.

Up until 25 June 2024, there are more than 260,000 people have been displaced since the escalation of conflict in November 2023.

A significant portion of the recent armed conflict in Rakhine state has taken place around urban areas, which is a new dynamic compared to previous occasions of armed conflict in the state. Previously, IDPs sought shelter in urban areas as they were perceived to be safer. Many of the IDPs are now seeking shelter in various rural locations with limited access to humanitarian assistance. ","- Rising tensions between the Arakan Army and the military junta

- Increased control of the Arakan Army over Rakhine state which goes against the military junta’s interests
",">500,000",4,"Groups of people that are most vulnerable to renewed armed conflict and are likely to have least coping capacity are: 
- People who are already in need of urgent humanitarian assistance

- Stateless Rohingya people

- IDPs in Rakhine state

- People who are already food insecure

- Women, children, and the elderly

- People affected by Cyclone Mocha",4,Medium,Medium,Active,2024-07-14
R0545,['Myanmar'],['MMR'],"Coordinated offensives conducted by anti-military resistance forces against the military junta intensify armed conflict throughout the country, worsening the protection, food insecurity, health, and education situation","['MMR001', 'MMR003', 'MMR004']",National,Marked deterioration in an existing crisis,2023-11-08,2024-07-14T17:51:21.000Z,,,"Rationale:

A coalition of ethnic armed organisations (EAOs) called the Three Brotherhood Alliance (3BA), comprising the Ta'ang National Liberation Army (TNLA), the Myanmar National Democratic Alliance Army (MNDAA), and the Arakan Army, launched a coordinated offensive, named Operation 1027, against the military junta forces in northern Shan state, close to the Myanmar-China border, on 26 October 2023. Statements by the coalition regarding the offensive point to the intention to safeguard the lives of civilians, assert their right of self-defense, maintain control of their territory, and respond to ongoing artillery attacks and airstrikes from the Myanmar military. They also tagged the military junta government as “oppressive” and stated that they intend to eradicate the ""military dictatorship"", objective which they state is a shared aspiration of the Myanmar population. The main aim of the operation is to dislodge the military junta forces across the northern part of Shan State.

Many junta military camps/bases have been captured by the EAOs' members of the coalition and the junta have been reported to incur heavy losses. In response, the military has retaliated to the offensive with air strikes and other heavy artillery. As per media reports, at least some areas near or along the China-Myanmar border has been captured by the EAOs, including one of Myanmar's five official border trade crossings with China.

As at 6 November, heavy fighting is going on and have resulted in civilian casualties and displacements in northern Shan. Movement along key routes from Lashio, the capital city of northern Shan, has been severely restricted by the military and the EAOs. Mobile communication services have also been disrupted. Such hindrances have affected the mobility, humanitarian access, and communication with affected communities. Humanitarian organisations, including the UN, INGOs and local humanitarian responders, in northern Shan have existing prepositioned relief supplies and will respond once security and access improves.

The National Unity Government (NUG), the government in exile comprising a group of elected lawmakers and members of parliament ousted in the 2021 Myanmar coup d'état, stated that it was also taking part in Operation 1027. Some of NUG’s armed wings, such as the People’s Defence Forces and Mandalay People's Defense Forces, have reportedly participated or are participating in the offensive. 

Operation 1027 has been reported to spread to Sagaing as well. The Kachin Independence Army (KIA), the Arakan Army (AA), and the Kawlin People’s Defense Force launched an attack on military junta bases in Kawlin township, Sagaing region on 3 November 2023. The Kawlin assault, which, as per media reports, has displaced around 50,000 people, was reportedly a part of simultaneous resistance attacks against the military junta forces launched in eight townships across Sagaing and Magway regions. 

Impact:

The offensive by the coalition will not only intensify armed conflict in the northern Shan state and Sagaing but will also have countrywide consequences. Such a coordinated offensive indicates towards enhanced collaborated offensives by many EAOs and anti-coup resistance forces against the military junta throughout the country in the coming months. It is highly likely that the armed conflict will intensify throughout the country. The Myanmar military forces are expected to intensify artillery shelling and airstrikes, worsening the humanitarian situation in the country, especially worsening the protection, food insecurity, health, and education situation.

Update:

The risk is materialising.

Since the start of Operation 1027 at the end of October 2023, the conflict has increased the number of IDPs in the country by around 1.2 million (up until 24 June 2024). 

In February 2024, Myanmar’s military junta activated the conscription law. More civilians will be recruited into the military and armed resistance groups, as many of the civilians would likely join armed resistance instead of the military junta. Up until June 2024, thousands of civilians have been already recruited into the military. This will result in a broader armed conflict.","- The offensive named “Operation 1027” by a coalition of three ethnic armed organisations in northern Shan

- Increased territorial control of and collaboration among anti-military resistance forces

- Growing political instability with no sign of cooperation to de-escalate the conflict between the military junta and anti-military forces
",">500,000",4,"- Displaced people will be exposed to increased protection risks, such as family separation, psychological distress, gender-based violence, and human trafficking. Women and girls are especially vulnerable to protection risks.

- People fleeing the conflict-affected areas to remote locations, such as jungles, are cut off from any services and beyond the reach of humanitarian responders. 

- Intensified conflict will further increase food production gap, heightening food insecurity and malnutrition. 

- Farmers are likely to lose their livelihoods due to the growing conflict

- The young people in Myanmar are at risk of being forcibly recruited into the military. Under the conscription law, all men aged 18-35 and women 18-27 (men aged 18-45 and women aged 18-35 for people with special expertise, such as doctors and engineers) must serve for up to two years and up to five years in a state of emergency, and evading conscription could result in a prison sentence of three to five years. ",4,Very High,High,Active,2024-07-14
R0546,['Panama'],['PAN'],"Continued protests across Panama, following the government's approval to exploit a mining area in a biodiverse jungle, result in access constraints and disruption of services and economic activities for some population groups",['PAN002'],National,New emerging risk,2023-11-13,2024-06-13T13:54:35.000Z,,,"---------BACKGROUND AND RATIONALE-------
The Panamanian government signed a concession contract (arrangement between a public authority and an economic operator) with the Canadian mining company First Quantum Minerals, which allowed the latter to continue operating an open-pit copper mine in a richly biodiverse jungle. Panama’s National Assembly, the country’s legislative body, and the country’s president fast-tracked the contract and approved it on 20 October 2023. 

Since the contract was approved, Panama has been facing protests across the country. Protestors claim the contract was fast-tracked with little public input and lacks transparency, making allegations of corruption of the lawmakers. The protests are being led by construction workers, educators, indigenous groups, and activists, mainly calling for the revocation of the mining contract. Tens of thousands of people have been reported to be participating in the protests across the country. According to the protesters, there are significant environmental risks of the contract, including for the vital water sources required for water consumption.

As at 10 November 2023, the protests have generally been peaceful; ACLED data shows that around 80% of the protests occurring since 20 October 2023 have been peaceful and 20% violent demonstrations which include incidents of clashes between protestors and security forces, use of tear gas to disperse protestors, arrests, vandalism, and robbery. Significant increase in the deployment of security forces has been observed since the protests began. As at 14 November 2023, two fatalities have been reported: an elderly man was apparently frustrated with the blockage and tried to force the protestors to remove a barrier blocking the Pan American highway and then he allegedly opened fire on the protestors, killing two of them.

On 3 November 2023, the National Assembly signed an indefinite moratorium on new mining concessions into law, which also prohibits renewing existing concessions. However, the new law still allows Minera Panama, the Panamanian subsidiary of First Quantum Minerals, to operate. Hence, the protests are still ongoing. The country’s Supreme Court stated that it will consider two lawsuits filed against the renewed contract with First Quantum.

The protests led to countrywide road blockades that have negatively impacted the economy, transportation, food security, education, healthcare, and WASH, and raised protection concerns.
Due to the insecurity caused by the protests, educational authorities closed all schools across the country. 

There have been reports of attack on healthcare, including assault on healthcare personnel, ambulances, and vehicles transporting patients by people among the protestors. On 27 October 2023, the Panamanian National Operations Center requested interinstitutional support to the Red Cross Society of Panama to provide assistance, especially through healthcare services, to the population affected by the protests and blockades. The IFRC has initiated an operation targeting 3,500 people. In several provinces, supplies required for water purification are running low, leading to the risk of clean water rationing. 

Several areas in the provinces of Bocas del Toro, Chiriqui, Darien, Herrera, and Los Santos have reported fuel shortages and rationing of food supplies by supermarkets and stores. An electricity generation company, whose production depends on fossil fuels, has issued warnings of potential controlled power outages to manage the electricity supply.

Rice is the staple food in Panama. Darien, Herrera, Los Santos, and Chiriqui provinces comprise the primary rice producers. Rice mills are unable to distribute their stored rice during the harvest period due to road closures, resulting in considerable losses. Significant loss in perishable goods, including fruits and vegetables, have also been reported due to the inability to sell and transport perishable products to markets and storage facilities.

In early October of 2023, Panama and Costa Rica announced a plan to provide a bus service to quickly move thousands of migrants crossing the Darien Gap through Panama to the Costa Rican border. On 24 October, it was reported that more than 30 buses from Darien to Costa Rica were stranded in the Chiriqui as they could not move forward towards Costa Rica. On 25 October, another 20 buses were not permitted to pass in San Felix, Chiriqui province; as a result, the migrants on the buses started their journey by foot from San Felix to Paso Canoas, Costa Rica.

-----AGGRAVATING FACTORS--------
Copper is the major export good for Panama. Analysts estimate that revoking the mining contract would cut Panama’s GDP growth from a forecast 6% in 2023 to just 1%. So, repealing the mining contract will have significant negative impact on the economy; however, not repealing it would also likely cause significant negative environmental (and consequently economic) impacts. This situation is aggravated by the current drought, exacerbated by a severe El Nino weather system, which has reduced water levels in the Panama Canal, prompting the Panama Canal Authority to implement additional vessel reductions in an effort to conserve water.

--------EXPECTED IMPACT--------
Continued protests will worsen the abovementioned situation, which could lead to a political and socioeconomic crisis in Panama, and possibly to humanitarian consequences for some more exposed population groups, These consequences could include lack of healthcare support, education, and clean water in some areas of the countries. There would also be raising food insecurity concerns, loss of livelihoods, especially among rice and vegetable farmers, and heightening of protection concerns for those participating in protests that become violent. 

--------UPDATE--------
The risk has only partially materialised. The expected impact was not realised. So far, it has not generated humanitarian needs other than those already mentioned in the background and rationale section. 

Panama's Supreme Court of Justice ruled that Panama’s new mining contract with the Canadian company First Quantum was unconstitutional. Following the ruling, the president of the country said that a process to close the Cobre Panama mine was set to begin. Protests have also began to subside after the ruling.

The protests have already had significant impact on the economy. Retail associations estimated a loss of around US$200 million in the first 30 days of protests. Logistics losses are estimated to be around US$4.6 billion. 

Panama’s economy is heavily based on the ability to facilitate the transit of global merchandise, which has been negatively affected by the protests. The logistics sector has been estimated to account for around 20% of the country’s GDP and employs around 10% of the Panamanian workforce.

The protests also have reportedly reduced Panama’s attractiveness as a foreign investment destination. Large losses in the tourism and hospitality sectors have been reported, with many international tourists cancelling their trips to the country through January 2024. 

Shortages in food, fuel, and medicines have been reported in some cities and the government is importing such supplies from neighbouring Costa Rica to fill the gaps.

The company said that it has initiated international arbitration against Panama. Estimates suggest that Panama might have to pay at least US$20-50 billion (25-65% of the country’s GDP) if it loses the case. 

Livelihoods of the mine's employees and the people whose jobs are indirectly related to the mine are considered to be affected. The mine is reported to employ around 6,600 people (more than 5,500 are Panamanians). In total 40,000 jobs, directly and indirectly, are reportedly linked with the mine. 

It is to be noted that, if Panama loses the international arbitration case, which would be compounded by the negative impacts of the closure of the mine, there will likely be significant socio-economic distress in the country.",- Protests against a concession contract between the Panamanian government and a mining company,"<20,000",2,"- Children, the elderly people, people with pre-existing medical conditions, and people with disabilities are likely to be more vulnerable as they often need healthcare support

- Children and elderly people exposed to the protest and violence needing mental health and psychosocial support

- Children facing lack of education due to school closures and needing access to mental health and psychosocial support  

- People impacted by the protests and violence, including those who suffered injuries, property damage, and/or interruptions to their daily lives due to blockades and protests

- Migrants in transit, especially the ones who now have to walk to Costa Rica due to road blockades and demonstrations 

- Rice and vegetable farmers and other people involved in the production, storage, and distribution of rice and vegetables 

- Transportation workers who might face loss in livelihood due to transportation disruptions

- Healthcare workers who face violence during protests while trying to reach patients 

- People facing lack of clean water supply",2,Medium,Medium,Materialised,2024-06-13
R0548,['Iraq'],['IRQ'],Failure to replenish water reserves in Iraq causes livelihood-induced displacement as well as a deterioration of health and WASH services  ,['IRQ001'],National,Marked deterioration in an existing crisis,2023-11-13,2024-06-13T13:54:35.000Z,,https://www.acaps.org/fileadmin/Data_Product/Main_media/20231018_ACAPS_Global_Risk_Analysis.pdf,"- In July 2023, water reserves in Iraq reached their lowest levels in history. 

- Besides a 2021 memorandum of understanding, no agreement on water shares has been reached between the two Iraq and Turkiye

-Poor water governance, outdated and damaged infrastructure, the lack of an overarching national water law, and dysfunctional centralisation of water management increase the effects associated with low water reserves in Iraq 

- Even after years of water scarcity, Iraq has failed to modernise its irrigation system in the agriculture sector 

- In 2023, the Government is likely to resort to the same approach in dealing with drought and further reduce irrigated farmland for the 2023–2024 harvest season.
 
- Failure to replenish its water reserves will expose between two to seven million Iraqis, mainly in south Iraq, to a significant lack of water.
","- Meteorological Drought​
- Hydrological drought​
- High temperatures​
- Wastewater treatment​
- Poor access to water services​
- Dependency on water trucking​
- Evaporation
- Flood irrigation​
- Water management​",">500,000",1,"- Pre-existing levels of undernourishment 
- Lack of sufficient safe water​
- Existing displaced populations
- Existing decline in oil revenue​
- Poor water management and governance ",3,Medium,Medium,Active,2024-06-13
R0549,['Timor Leste'],['TLS'],"Drought conditions due to the El Nino, high rice prices in the international market, and restrictions imposed by India on their rice exports worsen food insecurity outcomes",['TLS003'],National,Marked deterioration in an existing crisis,2023-11-14,2024-06-13T13:54:35.000Z,,,"RATIONALE AND IMPACT
Timor-Leste has around 262,000 people facing high acute food insecurity (IPC Phase 3 or above) as per IPC projections for May - September 2023. The food insecurity situation will be worsened due to certain environmental and economic factors. 

The entire country of Timor-Leste is showing signs of drought due to the ongoing El Nino Southern Oscillation (ENSO) conditions and is forecasted to strengthen and persist until early 2024. Prolonged dry spells will negatively impact agriculture output in the country. The agriculture sector accounts for around 27% (around 63,000) of total employment. Outside of the labour force, around 162,000 people are subsistence foodstuff producers. Rice, maize, cassava, and sweet potato are the main staple crops in the country. The main growing season of maize is in January and rice is March. Drought conditions will affect the yield of these water-intensive crops. 

The international rice prices surged between July and September 2023, which raised the costs of rice within Timor-Leste and the retail prices of imported rice in the country. The surge in rice prices have made it unaffordable for impoverished families in Timor-Leste. People in the country depend heavily on imports of rice, especially imported Indian rice which comprise around 90% of rice imports by Timor-Leste. The Indian government introduced measures aimed at stabilising domestic food prices which included a ban on exports of non-basmati white rice, 20% export duty on non-basmati parboiled rice, and the imposition of a minimum export price. These measures are aggravating the already worsened rice availability and subsequently consumption situation in Timor-Leste. 

Current stock of rice may only cover just over one month of national rice consumption needs. If the country is unable to secure enough rice and nutritious food as soon as possible, there will be further deterioration of the nutritional and food security status among the poorest and most vulnerable Timorese families. 

AGGRAVATING FACTORS
Oil and gas are the main export products in the fuel and mining products category. In 2022, fuel and mining products contributed to more than 80% of total exports. It also contributes to around 70% of total government revenues. Timor-Leste’s real GDP is estimated to fall by around 17% in 2023, primarily due to reduced oil and gas production.  The real GDP is expected to decline by 6% in 2024. The current and short-term economic situation will reduce livelihood opportunities, aggravating the food insecurity situation in the country. 

BACKGROUND
It is to be noted that, around half of the children under five years of age in Timor-Leste are stunted which is one of the highest rates of stunting in the world, and nearly 40% of children under five years of age are underweight.

The last El Nino event in 2015-16 caused a drought in Timor-Leste and affected 80% of the population, with around 40% of households experiencing food shortages and falling into severe food insecurity. According to an estimate, Timor-Leste could see a rise in food insecurity with 300,000 people facing high food insecurity levels (IPC phase 3 and above) in the current El Nino period. If food insecurity levels get similar to the last El Nino event, then more than 500,000 people could face high food insecurity levels (IPC phase 3 and above).

UPDATE
The risk has materialised.

Around 360,000 people (27% of the population) are estimated to face crisis or above levels of food insecurity (IPC 3 and above) in November 2023—April 2024. It is nearly 100,000 more than the projected figure for May—September 2023. Number of people facing emergency level food security (IPC 4) has more than doubled from 7,000 to around 18,600 in the same period. 

Poverty, El Nino induced drought-like conditions, and high food prices were found to be among the primary drivers of food insecurity. 

Rice and maize are the two main staple foods in the country. Timor-Leste has high dependency on imported rice to meet their demand of rice. Price of imported rice was 30% higher in December 2023 compared to December 2022. Maize prices rose by 66% during the same period, and its production is expected to decrease in 2024 due to the impact of El Nino and fall armyworm infestations.

Due to unfavourable weather conditions including the current El Nino event, shortfall in production of rice in the main rice producing and exporting countries are expected, hence leading to limited global rice availability.

The El Nino is expected to have negative impacts on the national and regional rice and maize production in 2024, leading to limited food availability and increased food prices, and reducing agriculture-related livelihood opportunities and household food reserves. The situation is expected to worsen the food insecurity situation in the post-harvest season, May—September 2024, when food access and availability generally improves. The number of people facing crisis or above levels of food insecurity (IPC 3 and above) is projected to rise to 364,000. ","- Drought throughout the country due to the El Nino Southern Oscillation (ENSO) conditions 
- Rise in international prices of rice
- Restrictions imposed by the Indian government on its rice exports, affecting the imports of rice by Timor-Leste","250,000-500,000",3,"Vulnerable groups are:
- Members of impoverished households
- Children, especially who are already stunted and/or underweight 
- Pregnant and lactating mothers as they require nutritious food for their and their children’s health
- People with disabilities (4% of the population)
- Subsistence foodstuff producers and their household members
- Agricultural workers and their household members
- People who provide ancillary services to the agriculture sector
- People employed in the production of oil and gas and who provide ancillary services to the oil and gas industries 
",3,High,High,Materialised,2024-06-13
R0550,['Afghanistan'],['AFG'],"Thousands of Afghan returnees and the onset of winter season, coupled with a weak health system and ongoing Polio outbreak, heighten the risk of a public health crisis",['AFG001'],National,Marked deterioration in an existing crisis,2023-12-07,2024-06-13T13:54:35.000Z,,,"The prolonged conflict in Afghanistan, coupled with an economic crisis and a significant shortfall in foreign funds, is contributing to the deterioration of its healthcare system, compromising its capacity to effectively respond to emerging health threats. Adding to this, it is the arrival of the winter season, which brings with it a unique set of health challenges. The cold temperatures are increasing the prevalence of acute respiratory illnesses and placing additional strain on an already fragile healthcare system. 
Inadequate access to heating facilities and a Polio outbreak ongoing since January will likely escalate the health risks for the population, particularly for those who have been already affected by Herat earthquake. 

As the country is grappling with its existing humanitarian crisis, over 428,000 Afghan refugees from Pakistan have also returned to Afghanistan following Pakistan’s recently introduced repatriation plan. Most of these returnees are women and children. The returnees at the border are suffering from limited access to food, WASH, and healthcare services. Given the poor state of the healthcare system, particularly in rural areas, the returnees heading to  provinces with poor services and infrastructure, will likely experience a higher level of needs while putting a strain on the already limited healthcare resources. The arrival of such a large number of returnees also increases the risk of the spread of communicable diseases, such as Polio, as Afghanistan and Pakistan are the only countries where the virus remains endemic.","-	Onset of winter
-	High number of arrival of Afghan refugees from Pakistan
",">500,000",,"-	29.2 million people are in need of humanitarian assistance, with 17.6 million in need of health assistance.
-	84% of the population lives below the poverty line. The inadequate healthcare infrastructure in rural regions compels residents to travel for treatment, leading them to incur additional expenses and resort to borrowing funds. This financial burden further hampers their ability to access essential healthcare services.
-	The situation disproportionately affects women, who experience heightened challenges with the male guardian (Mahram) requirement, resulting in double transportation costs.
-	Afghan refugees returning from Pakistan leave all their assets and have to depend completely on the deteriorating healthcare system in Afghanistan.",4,High,High,Active,2024-06-13
